Begin Time - hh:mm:ss.ms	End Time - hh:mm:ss.ms	Duration - hh:mm:ss.ms	svara	motifs	phrases
00:10:29.010	00:10:29.368	00:00:00.358	ri		
00:10:29.376	00:10:30.240	00:00:00.864	sa		
00:10:30.817	00:10:31.238	00:00:00.421	pa		
00:10:31.238	00:10:31.681	00:00:00.443	ma		
00:10:31.681	00:10:32.180	00:00:00.499	ga		
00:10:32.180	00:10:32.601	00:00:00.421	ri		
00:10:32.601	00:10:33.299	00:00:00.698	sa		
00:10:33.532	00:10:34.008	00:00:00.476	ri		
00:10:34.008	00:10:34.873	00:00:00.865	sa		
00:10:34.873	00:10:35.909	00:00:01.036	ni		
00:10:34.881	00:10:37.332	00:00:02.451		ni dha pa	
00:10:35.909	00:10:36.391	00:00:00.482	dha		
00:10:36.391	00:10:37.322	00:00:00.931	 pa		
00:10:37.322	00:10:38.194	00:00:00.872	ma		
00:10:38.194	00:10:38.861	00:00:00.667	ga		
00:10:38.861	00:10:39.562	00:00:00.701	ri		
00:10:39.562	00:10:39.938	00:00:00.376	sa		
00:10:40.056	00:10:40.226	00:00:00.170	pa		
00:10:40.515	00:10:40.692	00:00:00.177	dha		
00:10:40.727	00:10:40.905	00:00:00.178	pa		
00:10:40.905	00:10:41.108	00:00:00.203	 ma		
00:10:41.108	00:10:41.310	00:00:00.202	 ga		
00:10:41.310	00:10:41.526	00:00:00.216	 ri		
00:10:41.526	00:10:42.008	00:00:00.482	 ga		
00:10:42.008	00:10:42.229	00:00:00.221	ma		
00:10:42.229	00:10:42.407	00:00:00.178	pa		
00:10:42.640	00:10:42.875	00:00:00.235	ma		
00:10:42.875	00:10:43.060	00:00:00.185	 ga		
00:10:43.060	00:10:43.271	00:00:00.211	 ri		
00:10:43.502	00:10:43.725	00:00:00.223	ga 		
00:10:43.725	00:10:44.017	00:00:00.292	ma		
00:10:44.173	00:10:44.385	00:00:00.212	ga		
00:10:44.385	00:10:44.585	00:00:00.200	   ri		
00:10:44.585	00:10:44.952	00:00:00.367	 ni		
00:10:44.952	00:10:45.207	00:00:00.255	sa		
00:10:45.207	00:10:45.406	00:00:00.199	ri		
00:10:46.082	00:10:46.523	00:00:00.441	pa		
00:10:46.523	00:10:46.753	00:00:00.230	dha		
00:10:46.753	00:10:46.948	00:00:00.195	pa		
00:10:46.948	00:10:47.186	00:00:00.238	ma		
00:10:47.186	00:10:47.376	00:00:00.190	ga		
00:10:47.376	00:10:47.591	00:00:00.215	 ri		
00:10:47.591	00:10:48.008	00:00:00.417	 ga		
00:10:48.008	00:10:48.234	00:00:00.226	ma		
00:10:48.234	00:10:48.479	00:00:00.245	pa		
00:10:48.627	00:10:48.852	00:00:00.225	ma		
00:10:48.852	00:10:49.045	00:00:00.193	ga		
00:10:49.045	00:10:49.485	00:00:00.440	 ri		
00:10:49.485	00:10:49.696	00:00:00.211	 ga		
00:10:49.696	00:10:50.131	00:00:00.435	 ma		
00:10:50.131	00:10:50.350	00:00:00.219	 ga		
00:10:50.350	00:10:50.574	00:00:00.224	 ri		
00:10:50.574	00:10:50.956	00:00:00.382	ni		
00:10:50.956	00:10:51.211	00:00:00.255	sa		
00:10:51.211	00:10:51.455	00:00:00.244	 ri		
00:10:52.034	00:10:52.493	00:00:00.459	ga		
00:10:52.493	00:10:52.701	00:00:00.208	 ma		
00:10:52.701	00:10:52.917	00:00:00.216	 ga		
00:10:52.917	00:10:53.131	00:00:00.214	 ri		
00:10:53.131	00:10:53.757	00:00:00.626	sa		
00:10:53.762	00:10:53.995	00:00:00.233	pa		
00:10:53.995	00:10:54.194	00:00:00.199	ma		
00:10:54.194	00:10:54.376	00:00:00.182	ga		
00:10:54.376	00:10:54.588	00:00:00.212	ri		
00:10:54.588	00:10:54.815	00:00:00.227	sa		
00:10:54.974	00:10:55.403	00:00:00.429	ga		
00:10:55.403	00:10:55.641	00:00:00.238	ma		
00:10:55.641	00:10:55.827	00:00:00.186	 ga		
00:10:55.827	00:10:56.025	00:00:00.198	 ri		
00:10:56.025	00:10:56.316	00:00:00.291	 sa		
00:10:56.645	00:10:56.857	00:00:00.212	pa		
00:10:56.857	00:10:57.086	00:00:00.229	ma		
00:10:57.086	00:10:57.281	00:00:00.195	ga		
00:10:57.281	00:10:57.476	00:00:00.195	ri		
00:10:57.476	00:10:57.909	00:00:00.433	sa		
00:10:57.909	00:10:58.098	00:00:00.189	ri		
00:10:58.098	00:10:58.370	00:00:00.272	sa		
00:10:58.515	00:10:58.943	00:00:00.428	ni		
00:10:58.943	00:10:59.125	00:00:00.182	dha		
00:10:59.125	00:10:59.342	00:00:00.217	pa		
00:10:59.541	00:10:59.829	00:00:00.288	ma		
00:10:59.952	00:11:00.209	00:00:00.257	ga		
00:11:00.209	00:11:00.544	00:00:00.335	ri		
00:11:00.588	00:11:00.821	00:00:00.233	sa		
00:11:00.844	00:11:01.941	00:00:01.097	ni		
00:11:02.961	00:11:03.562	00:00:00.601	ni		
00:11:02.965	00:11:05.917	00:00:02.952		ni dha	
00:11:03.562	00:11:05.913	00:00:02.351	dha   		
00:11:06.145	00:11:07.627	00:00:01.482	ma		
00:11:06.145	00:11:09.159	00:00:03.014		ma pa	
00:11:07.627	00:11:09.159	00:00:01.532	pa		
00:11:09.366	00:11:10.268	00:00:00.902	dha		
00:11:09.366	00:11:11.938	00:00:02.572		dha ni sa	
00:11:10.268	00:11:10.865	00:00:00.597	ni		
00:11:10.865	00:11:11.938	00:00:01.073	sa		
00:11:13.436	00:11:14.333	00:00:00.897	pa		
00:11:14.333	00:11:14.819	00:00:00.486	dha		
00:11:14.826	00:11:15.207	00:00:00.381	pa		
00:11:15.207	00:11:15.745	00:00:00.538	ma		
00:11:15.745	00:11:16.193	00:00:00.448	ga		
00:11:16.193	00:11:16.609	00:00:00.416	ri		
00:11:16.609	00:11:17.596	00:00:00.987	 ga		
00:11:17.596	00:11:18.039	00:00:00.443	ma		
00:11:18.039	00:11:18.909	00:00:00.870	pa		
00:11:19.138	00:11:19.441	00:00:00.303	ma		
00:11:19.441	00:11:19.862	00:00:00.421	ga		
00:11:19.862	00:11:20.716	00:00:00.854	ri		
00:11:20.716	00:11:21.129	00:00:00.413	ga		
00:11:21.129	00:11:22.247	00:00:01.118	ma		
00:11:22.285	00:11:22.607	00:00:00.322	ga		
00:11:22.607	00:11:22.895	00:00:00.288	ri		
00:11:23.017	00:11:23.912	00:00:00.895	ni		
00:11:23.017	00:11:25.103	00:00:02.086		ni sa ri	
00:11:23.912	00:11:24.344	00:00:00.432	sa		
00:11:24.344	00:11:25.103	00:00:00.759	ri		
00:11:26.134	00:11:27.121	00:00:00.987	ga		
00:11:27.121	00:11:27.570	00:00:00.449	ma		
00:11:27.570	00:11:28.063	00:00:00.493	ga		
00:11:28.063	00:11:28.479	00:00:00.416	ri		
00:11:28.658	00:11:29.620	00:00:00.962	sa		
00:11:31.294	00:11:31.624	00:00:00.330	ri		
00:11:31.624	00:11:32.129	00:00:00.505	ni		
00:11:32.129	00:11:32.555	00:00:00.426	sa		
00:11:32.555	00:11:33.424	00:00:00.869	ga		
00:11:33.424	00:11:33.886	00:00:00.462	ma		
00:11:33.886	00:11:34.395	00:00:00.509	ga		
00:11:34.395	00:11:34.865	00:00:00.470	ri		
00:11:34.865	00:11:35.419	00:00:00.554	sa		
00:11:36.239	00:11:36.640	00:00:00.401	pa		
00:11:36.640	00:11:37.073	00:00:00.433	ma		
00:11:37.073	00:11:37.523	00:00:00.450	ga		
00:11:37.523	00:11:37.990	00:00:00.467	ri		
00:11:37.990	00:11:38.470	00:00:00.480	sa		
00:11:39.002	00:11:39.452	00:00:00.450	ri		
00:11:39.452	00:11:40.272	00:00:00.820	sa		
00:11:40.272	00:11:41.203	00:00:00.931	ni		
00:11:40.274	00:11:42.486	00:00:02.212		ni dha pa	
00:11:41.203	00:11:41.647	00:00:00.444	dha		
00:11:41.647	00:11:42.483	00:00:00.836	pa		
00:11:42.483	00:11:43.440	00:00:00.957	ma		
00:11:43.440	00:11:44.094	00:00:00.654	ga		
00:11:44.094	00:11:44.692	00:00:00.598	ri		
00:11:44.692	00:11:45.091	00:00:00.399	sa		
00:11:45.285	00:11:45.463	00:00:00.178	pa		
00:11:45.735	00:11:45.962	00:00:00.227	dha		
00:11:45.962	00:11:46.142	00:00:00.180	pa		
00:11:46.142	00:11:46.322	00:00:00.180	 ma		
00:11:46.322	00:11:46.516	00:00:00.194	ga		
00:11:46.571	00:11:46.785	00:00:00.214	ri		
00:11:46.785	00:11:47.140	00:00:00.355	 ga		
00:11:47.225	00:11:47.437	00:00:00.212	ma		
00:11:47.437	00:11:47.646	00:00:00.209	pa		
00:11:47.844	00:11:48.067	00:00:00.223	ma		
00:11:48.067	00:11:48.285	00:00:00.218	ga		
00:11:48.285	00:11:48.480	00:00:00.195	ri		
00:11:48.718	00:11:48.953	00:00:00.235	ga		
00:11:48.953	00:11:49.339	00:00:00.386	ma		
00:11:49.381	00:11:49.593	00:00:00.212	ga		
00:11:49.593	00:11:49.805	00:00:00.212	ri		
00:11:49.805	00:11:50.225	00:00:00.420	ni		
00:11:50.225	00:11:50.476	00:00:00.251	sa		
00:11:50.476	00:11:50.936	00:00:00.460	ri		
00:11:51.285	00:11:51.762	00:00:00.477	ga		
00:11:51.762	00:11:51.961	00:00:00.199	ma		
00:11:51.961	00:11:52.168	00:00:00.207	ga		
00:11:52.168	00:11:52.394	00:00:00.226	ri		
00:11:52.394	00:11:52.774	00:00:00.380	sa		
00:11:53.008	00:11:53.237	00:00:00.229	pa		
00:11:53.237	00:11:53.463	00:00:00.226	ma		
00:11:53.463	00:11:53.627	00:00:00.164	ga		
00:11:53.627	00:11:53.844	00:00:00.217	ri		
00:11:53.844	00:11:54.033	00:00:00.189	sa		
00:11:54.251	00:11:54.701	00:00:00.450	ga		
00:11:54.701	00:11:54.896	00:00:00.195	ma		
00:11:54.896	00:11:55.091	00:00:00.195	ga		
00:11:55.091	00:11:55.316	00:00:00.225	ri		
00:11:55.316	00:11:55.738	00:00:00.422	sa		
00:11:55.913	00:11:56.159	00:00:00.246	pa		
00:11:56.159	00:11:56.346	00:00:00.187	ma		
00:11:56.346	00:11:56.523	00:00:00.177	ga		
00:11:56.523	00:11:56.731	00:00:00.208	ri		
00:11:56.731	00:11:56.979	00:00:00.248	sa		
00:11:57.190	00:11:57.454	00:00:00.264	ri		
00:11:57.454	00:11:57.857	00:00:00.403	sa		
00:11:57.857	00:11:58.264	00:00:00.407	ni		
00:11:58.264	00:11:58.502	00:00:00.238	dha		
00:11:58.502	00:11:58.927	00:00:00.425	pa		
00:11:58.927	00:11:59.329	00:00:00.402	ma		
00:11:59.329	00:11:59.567	00:00:00.238	ga		
00:11:59.567	00:11:59.962	00:00:00.395	ri		
00:12:00.021	00:12:00.393	00:00:00.372	sa		
00:12:00.393	00:12:01.177	00:00:00.784	ni		
00:12:02.515	00:12:03.160	00:00:00.645	ni		
00:12:02.515	00:12:04.717	00:00:02.202		ni dha	
00:12:03.160	00:12:04.717	00:00:01.557	dha		
00:12:05.723	00:12:07.773	00:00:02.050	ma		
00:12:05.727	00:12:08.504	00:00:02.777		ma pa	
00:12:07.773	00:12:08.504	00:00:00.731	pa		
00:12:09.164	00:12:09.930	00:00:00.766	dha		
00:12:09.164	00:12:11.918	00:00:02.754		dha ni sa	
00:12:09.930	00:12:10.497	00:00:00.567	ni		
00:12:10.497	00:12:11.918	00:00:01.421	sa		
00:12:13.037	00:12:13.436	00:00:00.399	dha		
00:12:13.436	00:12:13.869	00:00:00.433	pa		
00:12:13.869	00:12:14.350	00:00:00.481	ni		
00:12:14.350	00:12:15.298	00:00:00.948	dha		
00:12:15.298	00:12:15.692	00:00:00.394	pa		
00:12:15.692	00:12:16.177	00:00:00.485	ma		
00:12:16.177	00:12:16.850	00:00:00.673	ga		
00:12:16.850	00:12:17.471	00:00:00.621	ri		
00:12:17.523	00:12:17.995	00:00:00.472	ga		
00:12:17.995	00:12:18.454	00:00:00.459	ma		
00:12:18.454	00:12:18.861	00:00:00.407	pa		
00:12:18.861	00:12:19.316	00:00:00.455	dha		
00:12:19.316	00:12:21.558	00:00:02.242	pa		
00:12:21.558	00:12:21.917	00:00:00.359	ma		
00:12:21.917	00:12:22.415	00:00:00.498	ga		
00:12:22.415	00:12:22.887	00:00:00.472	ma		
00:12:22.887	00:12:23.311	00:00:00.424	pa		
00:12:23.311	00:12:23.774	00:00:00.463	ma		
00:12:23.774	00:12:24.207	00:00:00.433	ga		
00:12:24.207	00:12:24.480	00:00:00.273	ri		
00:12:24.649	00:12:25.099	00:00:00.450	ga		
00:12:25.099	00:12:25.567	00:00:00.468	ma		
00:12:25.567	00:12:26.922	00:00:01.355	ga		
00:12:27.826	00:12:28.433	00:00:00.607	ri		
00:12:28.433	00:12:28.740	00:00:00.307	ga		
00:12:28.740	00:12:29.185	00:00:00.445	ma		
00:12:29.185	00:12:29.658	00:00:00.473	ga		
00:12:29.658	00:12:30.082	00:00:00.424	ri		
00:12:30.082	00:12:30.502	00:00:00.420	ga		
00:12:30.502	00:12:30.995	00:00:00.493	sa		
00:12:30.995	00:12:31.454	00:00:00.459	ri		
00:12:31.454	00:12:31.864	00:00:00.410	ni		
00:12:31.864	00:12:33.596	00:00:01.732	sa		
00:12:34.091	00:12:34.736	00:00:00.645	ga		
00:12:34.736	00:12:35.043	00:00:00.307	ri		
00:12:35.043	00:12:35.534	00:00:00.491	sa		
00:12:35.054	00:12:38.253	00:00:03.199			sa ni dha pa ma ga ri
00:12:35.534	00:12:35.997	00:00:00.463	ni		
00:12:35.997	00:12:36.484	00:00:00.487	dha		
00:12:36.484	00:12:36.891	00:00:00.407	pa		
00:12:36.891	00:12:37.385	00:00:00.494	ma		
00:12:37.385	00:12:37.898	00:00:00.513	ga		
00:12:37.898	00:12:38.251	00:00:00.353	ri		
00:12:38.315	00:12:40.579	00:00:02.264		ri sa ni	
00:12:38.316	00:12:38.753	00:00:00.437	ri		
00:12:38.753	00:12:39.727	00:00:00.974	sa		
00:12:39.727	00:12:40.573	00:00:00.846	ni		
00:12:40.662	00:12:41.307	00:00:00.645	ni		
00:12:40.662	00:12:43.380	00:00:02.718		ni dha	
00:12:41.307	00:12:43.380	00:00:02.073	dha		
00:12:43.910	00:12:44.861	00:00:00.951	ma		
00:12:43.910	00:12:46.305	00:00:02.395		ma pa	
00:12:44.861	00:12:46.305	00:00:01.444	pa		
00:12:46.971	00:12:47.902	00:00:00.931	dha		
00:12:46.971	00:12:49.798	00:00:02.827		dha ni sa	
00:12:47.902	00:12:48.571	00:00:00.669	ni		
00:12:48.571	00:12:49.798	00:00:01.227	sa		
00:12:51.004	00:12:51.528	00:00:00.524	dha		
00:12:51.528	00:12:51.887	00:00:00.359	pa		
00:12:51.887	00:12:52.347	00:00:00.460	ni		
00:12:52.347	00:12:53.285	00:00:00.938	dha		
00:12:53.285	00:12:53.711	00:00:00.426	pa		
00:12:53.711	00:12:54.043	00:00:00.332	ma		
00:12:54.043	00:12:54.811	00:00:00.768	ga		
00:12:54.811	00:12:55.499	00:00:00.688	ri		
00:12:55.499	00:12:55.935	00:00:00.436	ga		
00:12:55.935	00:12:56.541	00:00:00.606	ma		
00:12:56.541	00:12:56.895	00:00:00.354	pa		
00:12:56.895	00:12:57.283	00:00:00.388	dha		
00:12:57.283	00:12:59.484	00:00:02.201	pa		
00:12:59.484	00:12:59.954	00:00:00.470	ma		
00:12:59.954	00:13:00.442	00:00:00.488	ga		
00:13:00.442	00:13:00.861	00:00:00.419	ma		
00:13:00.861	00:13:01.329	00:00:00.468	pa		
00:13:01.329	00:13:01.761	00:00:00.432	ma		
00:13:01.761	00:13:02.225	00:00:00.464	ga		
00:13:02.225	00:13:02.632	00:00:00.407	ri		
00:13:02.632	00:13:03.081	00:00:00.449	ga		
00:13:03.081	00:13:03.569	00:00:00.488	ma		
00:13:03.569	00:13:04.740	00:00:01.171	ga		
00:13:05.775	00:13:06.266	00:00:00.491	ri		
00:13:06.266	00:13:06.705	00:00:00.439	ga		
00:13:06.705	00:13:07.163	00:00:00.458	ma		
00:13:07.163	00:13:07.632	00:00:00.469	ga		
00:13:07.632	00:13:08.050	00:00:00.418	ri		
00:13:08.050	00:13:08.604	00:00:00.554	ga		
00:13:08.604	00:13:09.003	00:00:00.399	sa		
00:13:09.003	00:13:09.491	00:00:00.488	ri		
00:13:09.491	00:13:09.923	00:00:00.432	ni		
00:13:09.923	00:13:12.138	00:00:02.215	sa		
00:13:12.138	00:13:12.783	00:00:00.645	ga		
00:13:12.783	00:13:13.138	00:00:00.355	ri		
00:13:13.138	00:13:13.549	00:00:00.411	sa		
00:13:13.141	00:13:16.206	00:00:03.065			sa ni dha pa ma ga ri
00:13:13.549	00:13:14.047	00:00:00.498	ni		
00:13:14.047	00:13:14.435	00:00:00.388	dha		
00:13:14.435	00:13:14.856	00:00:00.421	pa		
00:13:14.856	00:13:15.322	00:00:00.466	ma		
00:13:15.322	00:13:15.765	00:00:00.443	ga		
00:13:15.765	00:13:16.220	00:00:00.455	ri		
00:13:16.220	00:13:16.714	00:00:00.494	ri		
00:13:16.227	00:13:18.434	00:00:02.207		ri sa ni	
00:13:16.714	00:13:17.588	00:00:00.874	sa		
00:13:17.588	00:13:18.425	00:00:00.837	ni		
00:13:18.625	00:13:19.155	00:00:00.530	ni		
00:13:18.625	00:13:20.960	00:00:02.335		ni dha	
00:13:19.155	00:13:20.960	00:00:01.805	dha		
00:13:21.858	00:13:23.030	00:00:01.172	ma		
00:13:21.858	00:13:24.695	00:00:02.837		ma pa	
00:13:23.030	00:13:24.695	00:00:01.665	pa		
00:13:25.060	00:13:26.025	00:00:00.965	dha		
00:13:25.060	00:13:27.675	00:00:02.615		dha ni sa	
00:13:26.025	00:13:26.610	00:00:00.585	ni		
00:13:26.610	00:13:27.671	00:00:01.061	sa		
00:13:29.121	00:13:30.043	00:00:00.922	ni		
00:13:30.043	00:13:30.545	00:00:00.502	ri		
00:13:30.545	00:13:30.970	00:00:00.425	sa		
00:13:30.970	00:13:31.367	00:00:00.397	ri		
00:13:31.411	00:13:31.835	00:00:00.424	ni		
00:13:31.419	00:13:34.038	00:00:02.619			ni ri ni dha pa
00:13:31.835	00:13:32.355	00:00:00.520	ri		
00:13:32.355	00:13:33.208	00:00:00.853	ni		
00:13:32.356	00:13:34.040	00:00:01.684		ni dha pa	
00:13:33.208	00:13:33.640	00:00:00.432	dha		
00:13:33.640	00:13:34.039	00:00:00.399	pa		
00:13:34.039	00:13:34.562	00:00:00.523	dha		
00:13:34.562	00:13:34.978	00:00:00.416	ma		
00:13:34.564	00:13:36.711	00:00:02.147			ma pa ga ri
00:13:34.978	00:13:35.407	00:00:00.429	pa		
00:13:35.407	00:13:36.329	00:00:00.922	ga		
00:13:36.329	00:13:36.709	00:00:00.380	ri		
00:13:36.770	00:13:37.215	00:00:00.445	sa		
00:13:37.215	00:13:37.671	00:00:00.456	ri		
00:13:37.671	00:13:37.985	00:00:00.314	ni		
00:13:37.985	00:13:38.450	00:00:00.465	sa		
00:13:38.640	00:13:39.034	00:00:00.394	ri		
00:13:39.034	00:13:39.484	00:00:00.450	ga		
00:13:39.484	00:13:39.891	00:00:00.407	ma		
00:13:39.891	00:13:40.529	00:00:00.638	pa		
00:13:40.844	00:13:41.272	00:00:00.428	ma		
00:13:41.272	00:13:41.698	00:00:00.426	pa		
00:13:41.698	00:13:42.156	00:00:00.458	sa		
00:13:41.699	00:13:45.545	00:00:03.846			sa ni dha pa ma ga ri
00:13:42.156	00:13:42.610	00:00:00.454	ni		
00:13:42.610	00:13:43.116	00:00:00.506	dha		
00:13:43.116	00:13:43.982	00:00:00.866	pa		
00:13:43.982	00:13:44.381	00:00:00.399	ma		
00:13:44.381	00:13:44.870	00:00:00.489	ga		
00:13:44.870	00:13:45.539	00:00:00.669	ri		
00:13:45.539	00:13:46.222	00:00:00.683	sa		
00:13:46.222	00:13:47.251	00:00:01.029	ni		
00:13:47.251	00:13:47.516	00:00:00.265	dha		
00:13:47.516	00:13:47.969	00:00:00.453	ni		
00:13:48.026	00:13:48.486	00:00:00.460	sa		
00:13:48.486	00:13:48.930	00:00:00.444	ri		
00:13:48.930	00:13:49.415	00:00:00.485	ga		
00:13:49.415	00:13:49.839	00:00:00.424	ma		
00:13:49.422	00:13:52.266	00:00:02.844		ma pa ma ga ri	
00:13:49.839	00:13:50.301	00:00:00.462	pa		
00:13:50.301	00:13:50.749	00:00:00.448	ma		
00:13:50.749	00:13:51.242	00:00:00.493	ga		
00:13:51.242	00:13:52.259	00:00:01.017	ri		
00:13:54.238	00:13:55.129	00:00:00.891	ni		
00:13:55.129	00:13:55.636	00:00:00.507	ri		
00:13:55.636	00:13:55.991	00:00:00.355	sa		
00:13:55.991	00:13:56.424	00:00:00.433	ri		
00:13:56.424	00:13:56.848	00:00:00.424	ni		
00:13:56.425	00:13:59.083	00:00:02.658			ni ri ni dha pa
00:13:56.848	00:13:57.336	00:00:00.488	ri		
00:13:57.336	00:13:58.216	00:00:00.880	ni		
00:13:57.339	00:13:59.083	00:00:01.744		ni dha pa	
00:13:58.216	00:13:58.627	00:00:00.411	dha		
00:13:58.627	00:13:59.078	00:00:00.451	pa		
00:13:59.078	00:13:59.546	00:00:00.468	dha		
00:13:59.546	00:13:59.956	00:00:00.410	ma		
00:13:59.551	00:14:01.785	00:00:02.234			ma pa ga ri
00:13:59.956	00:14:00.428	00:00:00.472	pa		
00:14:00.428	00:14:01.318	00:00:00.890	ga		
00:14:01.318	00:14:01.783	00:00:00.465	ri		
00:14:01.783	00:14:02.186	00:00:00.403	sa		
00:14:02.186	00:14:02.649	00:00:00.463	ri		
00:14:02.649	00:14:03.116	00:00:00.467	ni		
00:14:03.116	00:14:03.449	00:00:00.333	sa		
00:14:03.615	00:14:04.069	00:00:00.454	ri		
00:14:04.069	00:14:04.458	00:00:00.389	ga		
00:14:04.458	00:14:04.917	00:00:00.459	ma		
00:14:04.917	00:14:05.525	00:00:00.608	pa		
00:14:05.813	00:14:06.261	00:00:00.448	ma		
00:14:06.261	00:14:06.770	00:00:00.509	pa		
00:14:06.770	00:14:07.220	00:00:00.450	sa		
00:14:06.774	00:14:10.607	00:00:03.833			sa ni dha pa ma ga ri
00:14:07.220	00:14:07.709	00:00:00.489	ni		
00:14:07.709	00:14:08.207	00:00:00.498	dha		
00:14:08.207	00:14:09.078	00:00:00.871	pa		
00:14:09.078	00:14:09.471	00:00:00.393	ma		
00:14:09.471	00:14:10.025	00:00:00.554	ga		
00:14:10.025	00:14:10.606	00:00:00.581	ri		
00:14:10.606	00:14:11.181	00:00:00.575	sa		
00:14:11.347	00:14:12.277	00:00:00.930	ni		
00:14:12.277	00:14:12.688	00:00:00.411	dha		
00:14:12.688	00:14:13.129	00:00:00.441	ni		
00:14:13.129	00:14:13.607	00:00:00.478	sa		
00:14:13.607	00:14:14.013	00:00:00.406	ri		
00:14:14.013	00:14:14.493	00:00:00.480	ga		
00:14:14.493	00:14:14.917	00:00:00.424	ma		
00:14:14.498	00:14:17.073	00:00:02.575		ma pa ma ga ri	
00:14:14.917	00:14:15.394	00:00:00.477	pa		
00:14:15.394	00:14:15.840	00:00:00.446	ma		
00:14:15.840	00:14:16.347	00:00:00.507	ga		
00:14:16.347	00:14:17.076	00:00:00.729	ri		
00:14:18.528	00:14:18.870	00:00:00.342	ri		
00:14:18.870	00:14:19.402	00:00:00.532	sa		
00:14:19.402	00:14:19.813	00:00:00.411	ri		
00:14:19.813	00:14:20.244	00:00:00.431	ga		
00:14:20.244	00:14:20.723	00:00:00.479	ma		
00:14:20.723	00:14:21.619	00:00:00.896	pa		
00:14:21.619	00:14:22.138	00:00:00.519	sa		
00:14:22.138	00:14:22.554	00:00:00.416	ri		
00:14:22.554	00:14:23.008	00:00:00.454	ga		
00:14:23.008	00:14:23.407	00:00:00.399	ma		
00:14:23.407	00:14:23.835	00:00:00.428	pa		
00:14:23.835	00:14:24.461	00:00:00.626	dha		
00:14:24.756	00:14:25.116	00:00:00.360	ma		
00:14:25.116	00:14:25.651	00:00:00.535	pa		
00:14:25.651	00:14:26.117	00:00:00.466	ga		
00:14:26.117	00:14:26.471	00:00:00.354	ri		
00:14:26.471	00:14:26.926	00:00:00.455	ga		
00:14:26.926	00:14:27.626	00:00:00.700	ma		
00:14:27.816	00:14:28.242	00:00:00.426	pa		
00:14:28.242	00:14:28.679	00:00:00.437	ma		
00:14:28.679	00:14:29.099	00:00:00.420	pa		
00:14:29.099	00:14:29.510	00:00:00.411	dha		
00:14:29.101	00:14:31.395	00:00:02.294		dha ni sa pa	
00:14:29.510	00:14:29.943	00:00:00.433	ni		
00:14:29.943	00:14:30.891	00:00:00.948	sa		
00:14:30.891	00:14:31.394	00:00:00.503	pa		
00:14:31.394	00:14:31.731	00:00:00.337	dha		
00:14:31.731	00:14:32.155	00:00:00.424	ni		
00:14:32.385	00:14:32.775	00:00:00.390	sa		
00:14:32.775	00:14:33.149	00:00:00.374	ri		
00:14:33.149	00:14:33.974	00:00:00.825	ga		
00:14:33.974	00:14:34.404	00:00:00.430	ma		
00:14:34.404	00:14:34.848	00:00:00.444	ga		
