Begin Time - hh:mm:ss.ms	End Time - hh:mm:ss.ms	Duration - hh:mm:ss.ms	svara	motifs	phrases
00:14:34.848	00:14:35.510	00:00:00.662	ri		
00:14:35.510	00:14:36.181	00:00:00.671	sa		
00:14:36.178	00:14:37.671	00:00:01.493		ni dha pa	
00:14:36.181	00:14:37.042	00:00:00.861	ni		
00:14:37.042	00:14:37.467	00:00:00.425	dha		
00:14:37.467	00:14:37.670	00:00:00.203	pa		
00:14:37.926	00:14:38.446	00:00:00.520	pa		
00:14:38.446	00:14:40.134	00:00:01.688	ri		
00:14:40.134	00:14:40.555	00:00:00.421	sa		
00:14:40.555	00:14:40.974	00:00:00.419	ni		
00:14:40.974	00:14:41.625	00:00:00.651	dha		
00:14:41.625	00:14:43.329	00:00:01.704	pa		
00:14:43.329	00:14:43.783	00:00:00.454	ga		
00:14:43.783	00:14:44.089	00:00:00.306	ri		
00:14:44.089	00:14:44.549	00:00:00.460	ri		
00:14:44.092	00:14:46.356	00:00:02.264		ri sa ni	
00:14:44.549	00:14:45.305	00:00:00.756	sa		
00:14:45.316	00:14:46.357	00:00:01.041	ni		
00:14:46.357	00:14:46.965	00:00:00.608	ni		
00:14:46.357	00:14:48.513	00:00:02.156		ni dha	
00:14:46.965	00:14:48.513	00:00:01.548	dha		
00:14:49.801	00:14:50.983	00:00:01.182	ma		
00:14:49.801	00:14:52.460	00:00:02.659		ma pa	
00:14:50.983	00:14:52.460	00:00:01.477	pa		
00:14:52.460	00:14:53.320	00:00:00.860	dha		
00:14:52.460	00:14:55.384	00:00:02.924		dha ni sa	
00:14:53.320	00:14:53.965	00:00:00.645	ni		
00:14:53.965	00:14:55.384	00:00:01.419	sa		
00:14:56.268	00:14:57.248	00:00:00.980	ni		
00:14:57.248	00:14:57.755	00:00:00.507	ri		
00:14:57.755	00:14:58.143	00:00:00.388	sa		
00:14:58.143	00:14:58.576	00:00:00.433	ri		
00:14:58.576	00:14:58.982	00:00:00.406	ni		
00:14:58.585	00:15:01.143	00:00:02.558			ni ri ni dha pa
00:14:58.982	00:14:59.434	00:00:00.452	ri		
00:14:59.434	00:15:00.385	00:00:00.951	ni		
00:15:00.385	00:15:00.781	00:00:00.396	dha		
00:15:00.781	00:15:01.141	00:00:00.360	pa		
00:15:01.141	00:15:01.639	00:00:00.498	dha		
00:15:01.639	00:15:02.052	00:00:00.413	ma		
00:15:01.644	00:15:03.834	00:00:02.190			ma pa ga ri
00:15:02.052	00:15:02.497	00:00:00.445	pa		
00:15:02.497	00:15:03.394	00:00:00.897	ga		
00:15:03.398	00:15:03.829	00:00:00.431	ri		
00:15:03.829	00:15:04.294	00:00:00.465	sa		
00:15:04.294	00:15:04.770	00:00:00.476	ri		
00:15:04.770	00:15:05.203	00:00:00.433	ni		
00:15:05.203	00:15:05.610	00:00:00.407	sa		
00:15:05.857	00:15:06.181	00:00:00.324	ri		
00:15:06.181	00:15:06.588	00:00:00.407	ga		
00:15:06.588	00:15:06.975	00:00:00.387	ma		
00:15:06.975	00:15:07.632	00:00:00.657	pa		
00:15:07.891	00:15:08.331	00:00:00.440	ma		
00:15:08.331	00:15:08.682	00:00:00.351	pa		
00:15:08.682	00:15:09.223	00:00:00.541	sa		
00:15:08.685	00:15:12.529	00:00:03.844			sa ni dha pa ma ga ri
00:15:09.223	00:15:09.657	00:00:00.434	ni		
00:15:09.657	00:15:10.090	00:00:00.433	dha		
00:15:10.090	00:15:10.958	00:00:00.868	pa		
00:15:10.958	00:15:11.354	00:00:00.396	ma		
00:15:11.354	00:15:11.853	00:00:00.499	ga		
00:15:11.853	00:15:12.526	00:00:00.673	ri		
00:15:12.526	00:15:12.895	00:00:00.369	sa		
00:15:13.225	00:15:14.138	00:00:00.913	ni		
00:15:14.142	00:15:14.502	00:00:00.360	dha		
00:15:14.502	00:15:14.885	00:00:00.383	ni		
00:15:14.969	00:15:15.383	00:00:00.414	sa		
00:15:15.383	00:15:15.835	00:00:00.452	ri		
00:15:15.835	00:15:16.297	00:00:00.462	ga		
00:15:16.297	00:15:16.684	00:00:00.387	ma		
00:15:16.302	00:15:19.362	00:00:03.060		ma pa ma ga ri	
00:15:16.684	00:15:17.112	00:00:00.428	pa		
00:15:17.112	00:15:17.598	00:00:00.486	ma		
00:15:17.598	00:15:18.041	00:00:00.443	ga		
00:15:18.041	00:15:19.360	00:00:01.319	ri		
00:15:20.177	00:15:20.645	00:00:00.468	ri		
00:15:20.645	00:15:20.993	00:00:00.348	sa		
00:15:20.993	00:15:21.441	00:00:00.448	ri		
00:15:21.441	00:15:21.906	00:00:00.465	ga		
00:15:21.906	00:15:22.321	00:00:00.415	ma		
00:15:22.415	00:15:23.179	00:00:00.764	pa		
00:15:23.179	00:15:23.622	00:00:00.443	sa		
00:15:23.622	00:15:24.046	00:00:00.424	ri		
00:15:24.046	00:15:24.489	00:00:00.443	ga		
00:15:24.489	00:15:24.858	00:00:00.369	ma		
00:15:24.858	00:15:25.274	00:00:00.416	pa		
00:15:25.274	00:15:25.982	00:00:00.708	dha		
00:15:26.220	00:15:26.713	00:00:00.493	ma		
00:15:26.713	00:15:27.110	00:00:00.397	pa		
00:15:27.110	00:15:27.543	00:00:00.433	ga		
00:15:27.543	00:15:27.948	00:00:00.405	ri		
00:15:27.948	00:15:28.411	00:00:00.463	ga		
00:15:28.411	00:15:29.075	00:00:00.664	ma		
00:15:29.316	00:15:29.692	00:00:00.376	pa		
00:15:29.692	00:15:30.134	00:00:00.442	ma		
00:15:30.134	00:15:30.496	00:00:00.362	pa		
00:15:30.496	00:15:30.957	00:00:00.461	dha		
00:15:30.497	00:15:32.795	00:00:02.298		dha ni sa pa	
00:15:30.957	00:15:31.437	00:00:00.480	ni		
00:15:31.441	00:15:32.273	00:00:00.832	sa		
00:15:32.273	00:15:32.789	00:00:00.516	pa		
00:15:32.789	00:15:33.214	00:00:00.425	dha		
00:15:33.214	00:15:33.662	00:00:00.448	ni		
00:15:33.831	00:15:34.129	00:00:00.298	sa		
00:15:34.129	00:15:34.476	00:00:00.347	ri		
00:15:34.476	00:15:35.369	00:00:00.893	ga		
00:15:35.369	00:15:35.738	00:00:00.369	ma		
00:15:35.738	00:15:36.199	00:00:00.461	ga		
00:15:36.199	00:15:36.827	00:00:00.628	ri		
00:15:36.827	00:15:37.510	00:00:00.683	sa		
00:15:37.510	00:15:38.386	00:00:00.876	ni		
00:15:37.510	00:15:39.056	00:00:01.546		ni dha pa	
00:15:38.386	00:15:38.727	00:00:00.341	dha		
00:15:38.727	00:15:39.056	00:00:00.329	pa		
00:15:39.212	00:15:39.678	00:00:00.466	pa		
00:15:39.678	00:15:41.542	00:00:01.864	ri		
00:15:41.542	00:15:41.911	00:00:00.369	sa		
00:15:41.911	00:15:42.335	00:00:00.424	ni		
00:15:42.335	00:15:42.916	00:00:00.581	dha		
00:15:42.916	00:15:44.679	00:00:01.763	pa		
00:15:44.679	00:15:45.103	00:00:00.424	ga		
00:15:45.103	00:15:45.408	00:00:00.305	ri		
00:15:45.408	00:15:46.022	00:00:00.614	ri		
00:15:45.411	00:15:47.651	00:00:02.240		ri sa ni	
00:15:46.022	00:15:46.694	00:00:00.672	sa		
00:15:46.694	00:15:47.651	00:00:00.957	ni		
00:15:47.651	00:15:48.459	00:00:00.808	ni		
00:15:47.651	00:15:49.626	00:00:01.975		ni dha	
00:15:48.463	00:15:49.626	00:00:01.163	dha		
00:15:50.688	00:15:52.496	00:00:01.808	ma		
00:15:50.688	00:15:53.751	00:00:03.063		ma pa	
00:15:52.496	00:15:53.751	00:00:01.255	pa		
00:15:53.751	00:15:54.592	00:00:00.841	dha		
00:15:53.751	00:15:56.031	00:00:02.280		dha ni sa	
00:15:54.592	00:15:55.212	00:00:00.620	ni		
00:15:55.212	00:15:56.031	00:00:00.819	sa		
00:15:57.749	00:15:58.604	00:00:00.855	sa		
00:15:57.755	00:15:59.920	00:00:02.165		sa ga ri	
00:15:58.604	00:15:59.039	00:00:00.435	ga		
00:15:59.039	00:15:59.916	00:00:00.877	ri		
00:15:59.916	00:16:00.310	00:00:00.394	sa		
00:16:00.310	00:16:00.745	00:00:00.435	ri		
00:16:00.745	00:16:01.712	00:00:00.967	sa		
00:16:01.712	00:16:02.135	00:00:00.423	ri		
00:16:02.135	00:16:03.024	00:00:00.889	ni		
00:16:02.140	00:16:03.650	00:00:01.510		ni dha ma	
00:16:03.024	00:16:03.394	00:00:00.370	dha		
00:16:03.394	00:16:03.647	00:00:00.253	ma		
00:16:03.839	00:16:04.765	00:00:00.926	pa		
00:16:03.841	00:16:05.975	00:00:02.134		pa dha ni	
00:16:04.765	00:16:05.164	00:00:00.399	dha		
00:16:05.177	00:16:05.973	00:00:00.796	ni		
00:16:06.332	00:16:06.561	00:00:00.229	dha		
00:16:06.336	00:16:08.258	00:00:01.922		dha ni sa	
00:16:06.561	00:16:06.852	00:00:00.291	ni		
00:16:06.852	00:16:16.091	00:00:09.239	sa		
00:16:16.091	00:16:16.972	00:00:00.881	sa		
00:16:16.102	00:16:18.236	00:00:02.134		sa ga ri	
00:16:16.972	00:16:17.437	00:00:00.465	ga		
00:16:17.437	00:16:18.237	00:00:00.800	ri		
00:16:18.523	00:16:18.860	00:00:00.337	sa		
00:16:18.860	00:16:19.178	00:00:00.318	ri		
00:16:19.178	00:16:20.049	00:00:00.871	sa		
00:16:20.049	00:16:20.506	00:00:00.457	ri		
00:16:20.506	00:16:21.437	00:00:00.931	ni		
00:16:20.506	00:16:22.186	00:00:01.680		ni dha ma	
00:16:21.437	00:16:21.800	00:00:00.363	dha		
00:16:21.800	00:16:22.186	00:00:00.386	ma		
00:16:22.186	00:16:23.109	00:00:00.923	pa		
00:16:22.186	00:16:24.296	00:00:02.110		pa dha ni	
00:16:23.109	00:16:23.550	00:00:00.441	dha		
00:16:23.550	00:16:24.297	00:00:00.747	ni		
00:16:24.644	00:16:24.880	00:00:00.236	dha		
00:16:24.650	00:16:26.330	00:00:01.680		dha ni sa	
00:16:24.880	00:16:25.290	00:00:00.410	ni		
00:16:25.290	00:16:27.446	00:00:02.156	sa		
00:16:27.446	00:16:27.986	00:00:00.540	ga		
00:16:27.986	00:16:28.292	00:00:00.306	ri		
00:16:28.292	00:16:28.739	00:00:00.447	sa		
00:16:28.739	00:16:29.163	00:00:00.424	ri		
00:16:29.163	00:16:29.463	00:00:00.300	sa		
00:16:29.698	00:16:30.536	00:00:00.838	ni		
00:16:29.698	00:16:31.382	00:00:01.684		ni dha pa	
00:16:30.536	00:16:30.974	00:00:00.438	dha		
00:16:30.974	00:16:31.381	00:00:00.407	pa		
00:16:31.381	00:16:32.043	00:00:00.662	ma		
00:16:32.043	00:16:32.551	00:00:00.508	ga		
00:16:32.769	00:16:33.192	00:00:00.423	ma		
00:16:33.192	00:16:33.659	00:00:00.467	ga		
00:16:33.659	00:16:34.035	00:00:00.376	ri		
00:16:34.035	00:16:34.446	00:00:00.411	sa		
00:16:34.459	00:16:34.923	00:00:00.464	ni		
00:16:34.923	00:16:36.382	00:00:01.459	sa		
00:16:36.818	00:16:37.212	00:00:00.394	ri		
00:16:37.212	00:16:37.694	00:00:00.482	ga		
00:16:37.694	00:16:38.168	00:00:00.474	ma		
00:16:38.168	00:16:39.925	00:00:01.757	pa		
00:16:39.925	00:16:40.325	00:00:00.400	ga		
00:16:39.928	00:16:42.751	00:00:02.823		ga ma ga ri	
00:16:40.325	00:16:40.849	00:00:00.524	ma		
00:16:40.849	00:16:42.154	00:00:01.305	ga		
00:16:42.154	00:16:42.743	00:00:00.589	ri		
00:16:43.052	00:16:43.443	00:00:00.391	sa		
00:16:43.443	00:16:43.872	00:00:00.429	ni		
00:16:43.872	00:16:45.684	00:00:01.812	sa		
00:16:46.104	00:16:46.627	00:00:00.523	pa		
00:16:46.627	00:16:47.062	00:00:00.435	ma		
00:16:47.062	00:16:48.803	00:00:01.741	pa		
00:16:48.803	00:16:49.884	00:00:01.081	dha		
00:16:50.117	00:16:51.878	00:00:01.761	ni		
00:16:51.878	00:16:53.311	00:00:01.433	sa		
00:16:53.311	00:16:55.140	00:00:01.829	ri		
00:16:55.454	00:16:56.381	00:00:00.927	ga		
00:16:55.458	00:16:58.640	00:00:03.182		ga ma ga ri	
00:16:56.381	00:16:57.097	00:00:00.716	ma		
00:16:57.097	00:16:57.753	00:00:00.656	ga		
00:16:57.753	00:16:58.638	00:00:00.885	ri		
00:16:58.638	00:16:59.056	00:00:00.418	ga		
00:16:59.056	00:16:59.473	00:00:00.417	ri		
00:16:59.473	00:17:00.450	00:00:00.977	sa		
00:17:00.450	00:17:00.844	00:00:00.394	ri		
00:17:00.844	00:17:01.696	00:00:00.852	ni		
00:17:00.846	00:17:02.582	00:00:01.736		ni dha pa	
00:17:01.696	00:17:02.069	00:00:00.373	dha		
00:17:02.069	00:17:02.575	00:00:00.506	pa		
00:17:02.575	00:17:03.257	00:00:00.682	ma		
00:17:03.257	00:17:03.916	00:00:00.659	ga		
00:17:03.916	00:17:04.863	00:00:00.947	ri		
00:17:04.863	00:17:05.334	00:00:00.471	ga		
00:17:05.334	00:17:05.692	00:00:00.358	ri		
00:17:05.692	00:17:06.199	00:00:00.507	ri		
00:17:05.693	00:17:07.688	00:00:01.995		ri sa ni	
00:17:06.199	00:17:07.160	00:00:00.961	sa		
00:17:07.160	00:17:07.684	00:00:00.524	ni		
00:17:08.060	00:17:08.580	00:00:00.520	ni		
00:17:08.060	00:17:10.114	00:00:02.054		ni dha	
00:17:08.580	00:17:10.114	00:00:01.534	dha		
00:17:11.277	00:17:12.502	00:00:01.225	ma		
00:17:11.277	00:17:14.083	00:00:02.806		ma pa	
00:17:12.502	00:17:14.083	00:00:01.581	pa		
00:17:14.335	00:17:15.135	00:00:00.800	dha		
00:17:14.335	00:17:16.617	00:00:02.282		dha ni sa	
00:17:15.135	00:17:15.844	00:00:00.709	ni		
00:17:15.844	00:17:16.617	00:00:00.773	sa		
00:17:18.351	00:17:19.342	00:00:00.991	sa		
00:17:18.353	00:17:20.595	00:00:02.242		sa ga ri	
00:17:19.342	00:17:19.718	00:00:00.376	ga		
00:17:19.718	00:17:20.589	00:00:00.871	ri		
00:17:20.589	00:17:21.048	00:00:00.459	sa		
00:17:21.048	00:17:21.471	00:00:00.423	ri		
00:17:21.471	00:17:22.359	00:00:00.888	sa		
00:17:22.359	00:17:22.816	00:00:00.457	ri		
00:17:22.816	00:17:23.710	00:00:00.894	ni		
00:17:22.816	00:17:24.584	00:00:01.768		ni dha ma	
00:17:23.710	00:17:24.157	00:00:00.447	dha		
00:17:24.157	00:17:24.584	00:00:00.427	ma		
00:17:24.584	00:17:25.450	00:00:00.866	pa		
00:17:24.590	00:17:26.742	00:00:02.152		pa dha ni	
00:17:25.450	00:17:25.878	00:00:00.428	dha		
00:17:25.878	00:17:26.747	00:00:00.869	ni		
00:17:27.034	00:17:27.247	00:00:00.213	dha		
00:17:27.037	00:17:29.086	00:00:02.049		dha ni sa	
00:17:27.247	00:17:27.629	00:00:00.382	ni		
00:17:27.629	00:17:37.284	00:00:09.655	sa		
00:17:44.341	00:17:46.554	00:00:02.213	sa		
00:17:47.074	00:17:47.536	00:00:00.462	sa		
00:17:47.536	00:17:47.845	00:00:00.309	sa		
00:17:47.845	00:17:48.780	00:00:00.935	sa		
00:17:47.851	00:17:50.084	00:00:02.233		sa ga ri	
00:17:48.780	00:17:49.274	00:00:00.494	ga		
00:17:49.274	00:17:50.080	00:00:00.806	ri		
00:17:50.080	00:17:50.427	00:00:00.347	sa		
00:17:50.427	00:17:50.827	00:00:00.400	ri		
00:17:50.827	00:17:51.765	00:00:00.938	sa		
00:17:51.765	00:17:52.159	00:00:00.394	ri		
00:17:52.159	00:17:53.000	00:00:00.841	ni		
00:17:52.162	00:17:53.730	00:00:01.568		ni dha ma	
00:17:53.000	00:17:53.383	00:00:00.383	dha		
00:17:53.383	00:17:53.730	00:00:00.347	ma		
00:17:53.918	00:17:54.732	00:00:00.814	pa		
00:17:53.918	00:17:55.957	00:00:02.039		pa dha ni	
00:17:54.732	00:17:55.132	00:00:00.400	dha		
00:17:55.132	00:17:55.955	00:00:00.823	ni		
00:17:56.243	00:17:56.461	00:00:00.218	dha		
00:17:56.247	00:17:57.633	00:00:01.386		dha ni sa	
00:17:56.461	00:17:56.755	00:00:00.294	ni		
00:17:56.755	00:17:57.629	00:00:00.874	sa		
00:17:57.629	00:17:58.130	00:00:00.501	ni		
00:17:58.130	00:17:59.023	00:00:00.893	sa		
00:17:59.023	00:17:59.376	00:00:00.353	sa		
00:17:59.376	00:18:00.173	00:00:00.797	sa		
00:18:05.688	00:18:06.346	00:00:00.658	sa		
00:18:05.691	00:18:07.717	00:00:02.026		sa ga ri	
00:18:06.346	00:18:06.893	00:00:00.547	ga		
00:18:06.893	00:18:07.717	00:00:00.824	ri		
00:18:07.717	00:18:08.023	00:00:00.306	sa		
00:18:08.023	00:18:08.505	00:00:00.482	ri		
00:18:08.505	00:18:09.428	00:00:00.923	sa		
00:18:09.428	00:18:09.834	00:00:00.406	ri		
00:18:09.832	00:18:11.291	00:00:01.459		ni dha ma	
00:18:09.834	00:18:10.816	00:00:00.982	ni		
00:18:10.816	00:18:11.093	00:00:00.277	dha		
00:18:11.093	00:18:11.294	00:00:00.201	ma		
00:18:11.753	00:18:12.383	00:00:00.630	pa		
00:18:11.753	00:18:13.917	00:00:02.164		pa dha ni	
00:18:12.383	00:18:12.783	00:00:00.400	dha		
00:18:12.783	00:18:13.918	00:00:01.135	ni		
00:18:13.918	00:18:14.153	00:00:00.235	dha		
00:18:13.932	00:18:16.638	00:00:02.706		dha ni sa	
00:18:14.153	00:18:14.512	00:00:00.359	ni		
00:18:14.512	00:18:16.644	00:00:02.132	sa		
00:18:16.644	00:18:17.277	00:00:00.633	ga		
00:18:17.277	00:18:17.579	00:00:00.302	ri		
00:18:17.579	00:18:17.991	00:00:00.412	sa		
00:18:17.991	00:18:18.398	00:00:00.407	ri		
00:18:18.398	00:18:18.849	00:00:00.451	sa		
00:18:18.849	00:18:19.755	00:00:00.906	ni		
00:18:18.857	00:18:20.584	00:00:01.727		ni dha pa	
00:18:19.755	00:18:20.167	00:00:00.412	dha		
00:18:20.167	00:18:20.578	00:00:00.411	pa		
00:18:20.578	00:18:21.130	00:00:00.552	ma		
00:18:21.130	00:18:21.802	00:00:00.672	ga		
00:18:21.990	00:18:22.427	00:00:00.437	ma		
00:18:22.427	00:18:22.845	00:00:00.418	ga		
00:18:22.845	00:18:23.251	00:00:00.406	ri		
00:18:23.251	00:18:23.680	00:00:00.429	sa		
00:18:23.680	00:18:24.133	00:00:00.453	ni		
00:18:24.133	00:18:25.405	00:00:01.272	 sa		
00:18:25.939	00:18:26.223	00:00:00.284	ri		
00:18:26.223	00:18:26.793	00:00:00.570	ga		
00:18:26.793	00:18:27.152	00:00:00.359	ma		
00:18:27.152	00:18:29.058	00:00:01.906	pa		
00:18:29.056	00:18:31.792	00:00:02.736		ga ma ga ri	
00:18:29.058	00:18:29.405	00:00:00.347	ga		
00:18:29.405	00:18:29.905	00:00:00.500	ma		
00:18:29.905	00:18:31.222	00:00:01.317	ga		
00:18:31.222	00:18:31.793	00:00:00.571	ri		
00:18:32.121	00:18:32.503	00:00:00.382	sa		
00:18:32.503	00:18:32.956	00:00:00.453	ni		
00:18:32.956	00:18:35.202	00:00:02.246	sa		
00:18:35.202	00:18:35.563	00:00:00.361	pa		
00:18:35.563	00:18:36.081	00:00:00.518	ma		
00:18:36.081	00:18:37.416	00:00:01.335	pa		
00:18:37.742	00:18:38.760	00:00:01.018	dha		
00:18:38.969	00:18:40.784	00:00:01.815	ni		
00:18:40.784	00:18:41.796	00:00:01.012	sa		
00:18:42.120	00:18:44.249	00:00:02.129	ri		
00:18:44.249	00:18:45.112	00:00:00.863	ga		
00:18:45.112	00:18:45.836	00:00:00.724	ma		
00:18:45.836	00:18:46.502	00:00:00.666	ga		
00:18:46.502	00:18:47.306	00:00:00.804	ri		
00:18:47.306	00:18:47.688	00:00:00.382	ga		
00:18:47.688	00:18:48.065	00:00:00.377	ri		
00:18:48.307	00:18:49.108	00:00:00.801	sa		
00:18:49.108	00:18:49.531	00:00:00.423	ri		
00:18:49.531	00:18:50.443	00:00:00.912	ni		
00:18:49.536	00:18:51.250	00:00:01.714		ni dha pa	
00:18:50.443	00:18:50.843	00:00:00.400	dha		
00:18:50.843	00:18:51.243	00:00:00.400	pa		
00:18:51.243	00:18:51.931	00:00:00.688	ma		
00:18:51.931	00:18:52.509	00:00:00.578	ga		
00:18:53.156	00:18:53.685	00:00:00.529	ri		
00:18:53.685	00:18:53.950	00:00:00.265	ga		
00:18:53.950	00:18:54.350	00:00:00.400	ri		
00:18:54.350	00:18:54.900	00:00:00.550	ri		
00:18:54.351	00:18:56.529	00:00:02.178		ri sa ni	
00:18:54.900	00:18:55.650	00:00:00.750	sa		
00:18:55.650	00:18:56.528	00:00:00.878	ni		
00:18:56.658	00:18:57.329	00:00:00.671	ni		
00:18:56.658	00:18:58.602	00:00:01.944		ni dha	
00:18:57.329	00:18:58.602	00:00:01.273	dha		
00:18:59.763	00:19:01.073	00:00:01.310	ma		
00:18:59.763	00:19:02.768	00:00:03.005		ma pa	
00:19:01.073	00:19:02.768	00:00:01.695	pa		
00:19:02.856	00:19:03.805	00:00:00.949	dha		
00:19:02.856	00:19:06.086	00:00:03.230		dha ni sa	
00:19:03.805	00:19:04.508	00:00:00.703	ni		
00:19:04.508	00:19:06.086	00:00:01.578	sa		
00:19:06.086	00:19:06.411	00:00:00.325	dha		
00:19:06.090	00:19:12.402	00:00:06.312			dha ni sa ri ga ma pa ma ga ri
00:19:06.411	00:19:06.964	00:00:00.553	ni		
00:19:06.964	00:19:07.454	00:00:00.490	sa		
00:19:07.454	00:19:07.841	00:00:00.387	ri		
00:19:07.841	00:19:08.264	00:00:00.423	ga		
00:19:08.502	00:19:12.402	00:00:03.900		ma pa ma ga ri	
00:19:08.506	00:19:08.823	00:00:00.317	ma		
00:19:08.823	00:19:09.164	00:00:00.341	pa		
00:19:09.164	00:19:09.617	00:00:00.453	ma		
00:19:09.617	00:19:10.146	00:00:00.529	ga		
00:19:10.146	00:19:12.401	00:00:02.255	ri		
00:19:12.401	00:19:12.877	00:00:00.476	dha		
00:19:12.414	00:19:17.011	00:00:04.597			dha ni sa ri ga ma pa ma ga ri
00:19:12.877	00:19:13.171	00:00:00.294	ni		
00:19:13.567	00:19:13.842	00:00:00.275	sa		
00:19:13.842	00:19:14.159	00:00:00.317	ri		
00:19:14.159	00:19:14.581	00:00:00.422	ga		
00:19:14.581	00:19:14.934	00:00:00.353	ma		
00:19:14.590	00:19:17.006	00:00:02.416		ma pa ma ga ri	
00:19:14.934	00:19:15.358	00:00:00.424	pa		
00:19:15.358	00:19:15.834	00:00:00.476	ma		
00:19:15.834	00:19:16.316	00:00:00.482	ga		
00:19:16.316	00:19:16.999	00:00:00.683	ri		
00:19:17.793	00:19:18.140	00:00:00.347	ma		
00:19:17.801	00:19:20.459	00:00:02.658		ma pa ma ga ri	
00:19:18.140	00:19:18.457	00:00:00.317	pa		
00:19:18.457	00:19:18.904	00:00:00.447	ma		
00:19:18.904	00:19:19.434	00:00:00.530	ga		
00:19:19.434	00:19:20.452	00:00:01.018	ri		
00:19:21.421	00:19:23.840	00:00:02.419		ni sa ri	
00:19:21.424	00:19:22.368	00:00:00.944	ni		
00:19:22.368	00:19:23.395	00:00:01.027	sa		
00:19:23.395	00:19:23.836	00:00:00.441	ri		
00:19:23.836	00:19:24.148	00:00:00.312	ga		
00:19:23.851	00:19:25.405	00:00:01.554		ga ma pa	
00:19:24.148	00:19:24.783	00:00:00.635	ma		
00:19:24.783	00:19:25.401	00:00:00.618	pa		
00:19:25.401	00:19:26.055	00:00:00.654	dha		
00:19:26.055	00:19:26.561	00:00:00.506	ni		
00:19:26.561	00:19:26.785	00:00:00.224	sa		
00:19:26.792	00:19:27.802	00:00:01.010	ni		
00:19:26.795	00:19:28.622	00:00:01.827		ni dha pa	
00:19:27.802	00:19:28.101	00:00:00.299	dha		
00:19:28.101	00:19:28.619	00:00:00.518	pa		
00:19:28.619	00:19:29.066	00:00:00.447	ma		
00:19:29.066	00:19:29.771	00:00:00.705	ga		
00:19:30.618	00:19:31.287	00:00:00.669	ri		
00:19:31.287	00:19:31.663	00:00:00.376	sa		
00:19:31.663	00:19:32.303	00:00:00.640	ri		
00:19:31.670	00:19:33.679	00:00:02.009		ri sa ni	
00:19:32.303	00:19:33.104	00:00:00.801	sa		
00:19:33.104	00:19:33.675	00:00:00.571	ni		
00:19:34.040	00:19:34.688	00:00:00.648	ni		
00:19:34.040	00:19:36.663	00:00:02.623		ni dha	
00:19:34.688	00:19:36.663	00:00:01.975	dha		
00:19:37.218	00:19:38.368	00:00:01.150	ma		
00:19:37.218	00:19:40.224	00:00:03.006		ma pa	
00:19:38.368	00:19:40.224	00:00:01.856	pa		
00:19:40.333	00:19:41.291	00:00:00.958	dha		
00:19:40.333	00:19:43.532	00:00:03.199		dha ni sa	
00:19:41.291	00:19:42.043	00:00:00.752	ni		
00:19:42.043	00:19:43.532	00:00:01.489	sa		

